1.1085	2.1956	0.2715
1.1085	2.1956	0.2715
1.1085	2.1956	0.2715
1.1085	2.1956	0.2715
1.1085	2.1956	0.2715
1.1085	2.1956	0.2715
1.1085	2.1956	0.2715
1.1085	2.1956	0.2715
-2.5274	0.5683	4.8146
-2.5274	0.5683	4.8146
-2.5274	0.5683	4.8146
-2.5274	0.5683	4.8146
-2.5274	0.5683	4.8146
-2.5274	0.5683	4.8146
-2.5274	0.5683	4.8146
-2.5274	0.5683	4.8146
-2.5274	0.5683	4.8146
-2.5274	0.5683	4.8146
-2.5274	0.5683	4.8146
-2.5274	0.5683	4.8146
-2.5274	0.5683	4.8146
-2.5274	0.5683	4.8146
-2.5274	0.5683	4.8146
-2.5274	0.5683	4.8146
-2.5274	0.5683	4.8146
-2.5274	0.5683	4.8146
-2.5274	0.5683	4.8146
0.9769	-1.4154	3.4024
1.0577	-1.5718	3.5999
-1.9619	-0.4994	6.8278
2.1479	0.5629	5.6967
0.5524	0.8871	0.0210
1.8615	-1.1590	4.6256
-2.4561	-0.5072	9.2922
0.5978	1.2153	-0.3467
-0.1195	1.5216	-2.2109
2.1260	-0.8964	5.4068
-0.5947	-2.3577	7.4712
-1.8161	-2.3824	13.3894
-1.2296	-1.7031	8.0124
-2.2740	-0.4015	7.8871
1.7513	-1.7750	4.5084
0.9860	0.8844	1.0754
1.7050	1.0944	3.5843
-2.1594	-0.7705	8.8674
-1.3866	-1.5330	8.1141
-2.3194	-0.2573	7.4911
-0.8122	-1.0973	4.7455
-2.1907	2.0503	-2.7931
2.0174	0.7361	5.0828
2.2428	-0.3070	5.9558
-0.8647	-2.1950	8.0356
-2.1920	-0.9479	9.7787
-2.6666	-2.0512	17.6831
2.6246	-0.4585	7.6022
-0.5922	-1.5524	5.3750
1.1745	-2.0877	4.1028
1.9664	-2.5714	4.9531
-0.1819	0.4820	-0.0186
-2.5682	2.3506	-3.1424
-0.0483	2.3400	-3.7906
-0.6081	2.4615	-5.0501
1.6173	0.7828	3.3159
-0.4317	-1.6491	5.1964
-2.7993	-0.5483	11.4676
0.2078	-2.7655	5.9995
2.3889	-2.7344	5.6433
0.8529	-2.8044	4.9444
-1.6455	-1.6863	9.8551
0.7723	0.7058	0.7298
2.2893	-2.6273	5.4809
-2.6224	-1.2319	13.5709
1.0095	2.4997	-0.4567
2.3062	2.3255	7.0303
