1	2	3	2	2.978081813
2	1	-2	3	-3.370351464
1	2	4	1	4.94842673
2	2.5	-1	4	-1.314452943
1	3.5	-2	2	-0.162957731
2	3	2	3	4.555039289
1	5	4	1	4.638460019
2	9	6	1	13.27426781
1	2	8	2	9.486238353
2	5	4	3	9.65240378
1	9	6	4	6.179181986
2	2	8	-1	15.84594013
1	1	1	1	1.296031222
2	1	2	1	4.222857167
1	2	1	2	2.60957608
2	-2	3	3	8.278948081
1	-1	2	4	0.843419115
2	1.5	2	3	3.832053109
1	2	1.5	1	2.702265439
2	-1	-1.5	-2	-4.118477976
1	1.25	-2	-2	-3.329877707
-1	-2	-3	-2	0.723962585
-1	0.1	1	1	-1.656486144
-1	-2	-1	-1	-0.61754248
1.1	1.2	1.1	1.4	2.077283993
0.3	1.2	0.3	1.4	0.743713894
0.4	1.2	0.4	1.4	0.491147929
0.5	1.2	0.5	1.4	0.496226925
0.6	1.2	0.6	1.4	0.549230279
0.7	1.2	0.7	1.4	1.183867571
0.8	1.2	0.8	1.4	1.386915268
0.9	1.2	0.9	1.4	0.896775124
1	1.2	1.5	1.4	2.642343107
1	1.25	1	-2	-0.624224656
-1	-2	0.5	-2	-2.916136073
-1	0.1	0.0001	1	-0.925621673
-1	-2	-0.5	-1	-0.484429692
1.1	1.2	-1	1.4	-0.166827446
0.3	1.2	-1.5	1.4	-0.195087088
0.4	1.2	-2	1.4	-0.110764466
0.5	1.2	-2.5	1.4	-0.816782986
0.6	1.2	-2	1.4	-0.888715962
0.7	1.2	-1.5	1.4	-0.698526592
0.8	1.2	-1	1.4	-0.006747572
0.9	1.2	-0.5	1.4	0.053249859
1	1.2	0.0001	1.4	0.397856371
