-5.00000000	-0.99990920
-4.83050847	-0.99987257
-4.66101695	-0.99982115
-4.49152542	-0.99974899
-4.32203390	-0.99964772
-4.15254237	-0.99950561
-3.98305085	-0.99930618
-3.81355932	-0.99902635
-3.64406780	-0.99863373
-3.47457627	-0.99808294
-3.30508475	-0.99731041
-3.13559322	-0.99622716
-2.96610169	-0.99470877
-2.79661017	-0.99258158
-2.62711864	-0.98960366
-2.45762712	-0.98543908
-2.28813559	-0.97962333
-2.11864407	-0.97151804
-1.94915254	-0.96025341
-1.77966102	-0.94465869
-1.61016949	-0.92318507
-1.44067797	-0.89383412
-1.27118644	-0.85411889
-1.10169492	-0.80110701
-0.93220339	-0.73161954
-0.76271186	-0.64267153
-0.59322034	-0.53220776
-0.42372881	-0.40006710
-0.25423729	-0.24889762
-0.08474576	-0.08454347
0.08474576	0.08454347
0.25423729	0.24889762
0.42372881	0.40006710
0.59322034	0.53220776
0.76271186	0.64267153
0.93220339	0.73161954
1.10169492	0.80110701
1.27118644	0.85411889
1.44067797	0.89383412
1.61016949	0.92318507
1.77966102	0.94465869
1.94915254	0.96025341
2.11864407	0.97151804
2.28813559	0.97962333
2.45762712	0.98543908
2.62711864	0.98960366
2.79661017	0.99258158
2.96610169	0.99470877
3.13559322	0.99622716
3.30508475	0.99731041
3.47457627	0.99808294
3.64406780	0.99863373
3.81355932	0.99902635
3.98305085	0.99930618
4.15254237	0.99950561
4.32203390	0.99964772
4.49152542	0.99974899
4.66101695	0.99982115
4.83050847	0.99987257
5.00000000	0.99990920
