2.159367889	3.206623838	2.12816589	-11.86902449
1.081932215	-2.08144711	3.205088549	31.39053064
2.121890891	4.074387818	1.068332615	-21.71739402
2.73918939	-1.054586688	4.332167601	81.02215794
3.573751716	-2.187602199	2.047339797	55.73474645
3.134792746	2.019383376	3.096693052	17.00192949
5.44793761	4.084349349	1.100032308	-39.4488538
9.068260781	6.035342567	1.042603765	-107.0072383
2.051731182	8.068415441	2.163809533	-57.27550427
5.039379676	4.286530018	3.112579457	-18.95957959
9.42671541	6.227359142	4.289974786	-65.93846704
2.069555169	8.705663559	-1.036339591	-17.85600096
1.055794275	1.069380535	1.078031812	-1.053614344
1.050256043	2.072342512	1.030249534	-6.168396102
2.031161235	1.071319867	2.001506445	6.51365572
2.009604423	3.186597014	2.193386376	-11.24361757
1.02571715	-2.185904234	3.088383237	31.65128507
2.15539131	4.117529477	1.085512036	-22.75198467
2.542417944	-1.092401263	4.075670708	80.18259393
3.769315604	-2.141124398	2.110316315	55.00527674
3.071257714	2.07678533	3.090547695	16.93324372
5.231738635	4.322332496	1.048178187	-39.18864865
9.386218973	6.420867191	1.01288777	-103.2153459
2.136477054	8.147540875	2.086744239	-56.42264093
5.491759868	4.266501147	3.083795627	-18.75581683
9.31213403	6.523618926	4.228625312	-66.21588833
2.031546933	8.615237031	-1.094757336	-18.51942772
1.087830031	1.064999071	1.004647417	-1.081856042
1.091831483	2.004036155	1.030769403	-6.288940498
2.033417329	1.034998634	2.174224147	7.072512993
2.023857767	3.22210925	2.19371614	-11.58290773
1.030020141	-2.151489368	3.079226796	32.17895578
2.019128293	4.058485105	1.026019808	-22.97632266
2.610020469	-1.048575655	4.351800794	81.72891805
3.699110416	-2.170160208	2.082646153	58.66144876
3.186872155	2.034705961	3.091558404	16.7488747
5.413487573	4.105441739	1.093973925	-39.58126093
9.611776859	6.331402355	1.033129488	-102.1246225
2.093622748	8.062185227	2.034862492	-56.29842962
5.001709928	4.019160503	3.250281557	-19.19681907
9.829372732	6.564604134	4.352958532	-64.30902818
2.024696281	8.116151074	-1.035275157	-18.59667245
1.02425161	1.005057544	1.0026318	-1.074203609
1.080453795	2.114312591	1.056966795	-6.543313914
2.020104132	1.06696013	2.011248248	7.091106444
