-5	270
-4.83050847	214.40949028
-4.66101695	166.47615827
-4.49152542	125.61620781
-4.32203390	91.26565956
-4.15254237	62.88033155
-3.98305085	39.93585556
-3.81355932	21.92766356
-3.64406780	8.37099867
-3.47457627	-1.19909345
-3.30508475	-7.22775806
-3.13559322	-10.14033605
-2.96610169	-10.34236082
-2.79661017	-8.21956015
-2.62711864	-4.13785506
-2.45762712	1.55663901
-2.28813559	8.53761407
-2.11864407	16.49856691
-1.94915254	25.15280237
-1.77966102	34.23342966
-1.61016949	43.49336634
-1.44067797	52.70533410
-1.27118644	61.66186313
-1.10169492	70.17528773
-0.93220339	78.07775059
-0.76271186	85.22119912
-0.59322034	91.47738724
-0.42372881	96.73787623
-0.25423729	100.91403231
-0.08474576	103.93702911
0.08474576	105.75784569
0.25423729	106.34726798
0.42372881	105.69588793
0.59322034	103.81410377
0.76271186	100.73212032
0.93220339	96.49994809
1.10169492	91.18740442
1.27118644	84.88411320
1.44067797	77.69950346
1.61016949	69.76281208
1.77966102	61.22308051
1.94915254	52.24915838
2.11864407	43.02969958
2.28813559	33.77316642
2.45762712	24.70782534
2.62711864	16.08175121
2.79661017	8.16282314
2.96610169	1.23872844
3.13559322	-4.38304098
3.30508475	-8.37518569
3.47457627	-10.39060031
3.64406780	-10.06237349
3.81355932	-7.00378743
3.98305085	-0.80831759
4.15254237	8.95036573
4.32203390	22.71840044
4.49152542	40.96172793
4.66101695	64.16609970
4.83050847	92.83706862
5.00000000	127.50000000
