T( 0)=	-0.6518931868
T( 1)=	2.0942461532
T( 2)=	0.9538916274
T( 3)=	0.2290107725
T( 4)=	0.0213518052
T( 5)=	0.0001485687
T( 6)=	0.0000752572
*****
    0.294017 	    -1.926754
    0.064549 	    -1.999429
    0.837137 	     0.646596
    0.392184 	    -1.808421
    0.476618 	    -1.628659
    0.327245 	    -1.895527
    0.489945 	    -1.591922
    0.949162 	     2.146003
    0.564423 	    -1.335881
    0.316873 	    -1.906137
    0.142914 	    -1.992897
    0.259166 	    -1.951643
    0.793879 	     0.192195
    0.190209 	    -1.982287
    0.209133 	    -1.975946
    0.875283 	     1.102009
    0.012167 	    -1.999988
    0.369870 	    -1.842685
    0.785637 	     0.112631
