-14	-7.244606616
-13.75	-2.452501131
-13.5	-1.351078347
-13.25	-0.814681833
-13	-0.463021133
-12.75	-0.185721589
-12.5	0.066468242
-12.25	0.327366265
-12	0.635859929
-11.75	1.063945912
-11.5	1.81138745
-11.25	3.845243526
-11	225.9508465
-10.75	-3.98989845
-10.5	-1.849899993
-10.25	-1.08299689
-10	-0.648360827
-9.75	-0.337195023
-9.5	-0.075364239
-9.25	0.176579646
-9	0.452315659
-8.75	0.800060712
-8.5	1.326364328
-8.25	2.391728174
-8	6.799711455
-7.75	-9.582397403
-7.5	-2.706013867
-7.25	-1.44927953
-7	-0.871447983
-6.75	-0.503965147
-6.5	-0.2202772
-6.25	0.033197494
-6	0.291006191
-5.75	0.590203847
-5.5	0.995584052
-5.25	1.677326407
-5	3.380515006
-4.75	26.57541423
-4.5	-4.637332055
-4.25	-2.006309028
-4	-1.157821282
-3.75	-0.696550851
-3.5	-0.37458564
-3.25	-0.108834026
-3	0.142546543
-2.75	0.412917894
-2.5	0.747022297
-2.25	1.238627616
-2	2.185039863
-1.75	5.520379923
-1.5	-14.10141995
-1.25	-3.009569674
-1	-1.557407725
-0.75	-0.93159646
-0.5	-0.54630249
-0.25	-0.255341921
0	0
0.25	0.255341921
0.5	0.54630249
0.75	0.93159646
1	1.557407725
1.25	3.009569674
1.5	14.10141995
1.75	-5.520379923
2	-2.185039863
2.25	-1.238627616
2.5	-0.747022297
2.75	-0.412917894
3	-0.142546543
3.25	0.108834026
3.5	0.37458564
3.75	0.696550851
4	1.157821282
4.25	2.006309028
4.5	4.637332055
4.75	-26.57541423
5	-3.380515006
5.25	-1.677326407
5.5	-0.995584052
5.75	-0.590203847
6	-0.291006191
6.25	-0.033197494
6.5	0.2202772
6.75	0.503965147
7	0.871447983
7.25	1.44927953
7.5	2.706013867
7.75	9.582397403
8	-6.799711455
8.25	-2.391728174
8.5	-1.326364328
8.75	-0.800060712
9	-0.452315659
9.25	-0.176579646
9.5	0.075364239
9.75	0.337195023
10	0.648360827
10.25	1.08299689
10.5	1.849899993
10.75	3.98989845
11	-225.9508465
11.25	-3.845243526
11.5	-1.81138745
11.75	-1.063945912
12	-0.635859929
12.25	-0.327366265
12.5	-0.066468242
12.75	0.185721589
13	0.463021133
13.25	0.814681833
13.5	1.351078347
13.75	2.452501131
14	7.244606616
